image,cell_id,shape_Elongation,shape_MajorAxisLength,shape_MaximumDiameter,shape_MinorAxisLength,shape_Perimeter,shape_PerimeterSurfaceRatio,shape_PixelSurface,shape_Sphericity,shape_bbox_area,shape_convex_area,shape_extent,shape_eccentricity,shape_diameter,shape_solidity,bf_intensity_10Percentile,bf_intensity_90Percentile,bf_intensity_Energy,bf_intensity_Entropy,bf_intensity_InterquartileRange,bf_intensity_Kurtosis,bf_intensity_Maximum,bf_intensity_MeanAbsoluteDeviation,bf_intensity_Mean,bf_intensity_Median,bf_intensity_Minimum,bf_intensity_Range,bf_intensity_RobustMeanAbsoluteDeviation,bf_intensity_RootMeanSquared,bf_intensity_RootMeanSquared.1,bf_intensity_TotalEnergy,bf_intensity_Uniformity,bf_intensity_Variance,bf_glcm_Contrast,bf_glcm_Correlation,bf_glcm_Autocorrelation,bf_glcm_DifferenceAverage,bf_glcm_DifferenceEntropy,bf_glcm_DifferenceVariance,bf_glcm_Id,bf_glcm_Idm,bf_glcm_Imc1,bf_glcm_Imc12,bf_glcm_InverseVariance,bf_glcm_JointAverage,bf_glcm_JointEnergy,bf_glcm_JointEntropy,bf_glcm_MCC,bf_gldm_DependenceEntropy,bf_gldm_DependenceNonUniformity,bf_gldm_DependenceVariance,bf_gldm_GrayLevelNonUniformity,bf_gldm_GrayLevelVariance,bf_gldm_LowGrayLevelEmphasis,bf_gldm_HighGrayLevelEmphasis,bf_glrlm_LongRunEmphasis,bf_glrlm_LongRunHighGrayLevelEmphasis,bf_glrlm_LongRunLowGrayLevelEmphasis,bf_glrlm_LowGrayLevelRunEmphasis,bf_glrlm_RunEntropy,bf_glrlm_RunLengthNonUniformity,bf_glrlm_RunPercentage,bf_glrlm_RunVariance,bf_glrlm_ShortRunEmphasis,bf_glrlm_ShortRunHighGrayLevelEmphasis,bf_glrlm_ShortRunLowGrayLevelEmphasis,bf_glszm_HighGrayLevelZoneEmphasis,bf_glszm_LargeAreaEmphasis,bf_glszm_LargeAreaHighGrayLevelEmphasis,bf_glszm_LargeAreaLowGrayLevelEmphasis,bf_glszm_LowGrayLevelZoneEmphasis,bf_glszm_SizeZoneNonUniformity,bf_glszm_SmallAreaEmphasis,bf_glszm_SmallAreaHighGrayLevelEmphasis,bf_glszm_SmallAreaLowGrayLevelEmphasis,crenation_circularity,crenation_solidity,crenation_perimeter_area_ratio,crenation_roughness_index,crenation_radial_variation,crenation_max_radial_deviation,crenation_num_spikes,crenation_num_indentations,crenation_spike_density,crenation_indentation_density,custom_texture_std,custom_texture_range,custom_texture_iqr,custom_texture_laplacian_var,custom_texture_edge_density,custom_texture_entropy_mean,custom_texture_entropy_std,custom_texture_local_contrast,texture_local_std_mean,texture_local_std_std,texture_sobel_mean,texture_sobel_std,texture_dog_abs_mean,texture_dog_std,texture_lbp_entropy,texture_lbp_uniformity,bg_median_intensity_y,bg_mean_intensity_y,cell_bg_abs_contrast_y,cell_bg_ratio_y,cell_bg_percent_difference_y,local_bg_mean,local_bg_median,local_bg_std,cell_to_local_bg_ratio,cell_local_bg_abs_diff,cell_local_bg_weber,cell_local_bg_michelson,cell_local_bg_z,cell_std,cell_iqr,cell_dynamic_range,local_bg_dynamic_range,local_bg_iqr,cell_std_to_bg_std,cell_iqr_to_bg_iqr,cell_dynamic_range_to_bg,cell_internal_contrast_score,radial_center_mean,radial_mid_mean,radial_edge_mean,radial_center_edge_ratio,radial_center_edge_diff,radial_edge_center_diff,radial_profile_range,image_bg_mean,image_bg_median,image_bg_std,cell_bg_z_mean,cell_bg_z_median,cell_bg_z_std,cell_bg_z_p10,label_y,label
ValidationData/images/Color1.png,1,0.96400188916178,51.9981532519942,54.230987451825,50.1263179678462,176.468037431536,0.0865675925590069,2039.0,0.906972740113212,2400.0,2082.0,0.849583333333333,0.265895388625899,50.9522858340526,0.979346781940442,89.0,158.0,36571667.0,2.15993872817763,39.5,3.89070110506509,201.0,24.107694465043,130.597842079451,144.0,29.0,172.0,16.9199025044997,133.925650796058,-1.1637106154209,36571667.0,0.266101121317246,880.283585338474,0.294265593561368,0.899981935377673,23.8506036217304,0.274144869215292,0.894508626164837,0.219110184244299,0.866281019450034,0.864939637826962,-0.510735526344512,0.94124961598587,0.256539235412475,4.74622736418511,0.175750554635661,3.16541555659736,0.910572661454121,3.40331101415078,872.82638548308,0.486091110544,542.580186365866,1.51474352143982,0.0767137787352966,23.8808239333006,32.8940972222222,902.661458333333,1.65905406795241,0.09999804392243,4.96163303079152,139.5,0.282491417361452,20.3629888840664,0.495895618931995,9.62568731870363,0.0495022941586934,20.265625,32.8940972222222,902.661458333333,1.65905406795241,0.09999804392243,139.5,0.495895618931995,9.62568731870363,0.0495022941586934,0.861876023316404,0.975914362176628,0.0816317061495733,3.8184097687613296,0.047667759499447,0.456040356649522,5.0,4.0,0.0279939261827649,0.0223951409462119,28.199416569708,139.0,35.0,156.94655171397,0.21939586645469,3.80001207822428,0.687148215855703,65.0,14.3100871766753,11.8205710245943,10.5277972702889,11.4937027874655,8.53126654606267,12.4427962791941,2.05094211410769,0.165156178342375,171.0,165.858164135714,26.0,0.847953211415478,0.152046782736569,159.718253968254,161.0,16.0064053025027,0.900621112418502,16.0,0.0993788813703175,0.0522875815284719,0.999599766344697,28.199416569708,35.0,84.0,52.5,12.0,1.76175813838356,2.91666642361113,1.59999996952381,2.09280817717283,147.868644067797,151.723262032086,113.222591362126,1.30599945631752,34.6460527056704,-34.6460527056704,38.5006706699593,165.858164135714,171.0,25.7691403152124,-1.51302679002559,-1.00895872632944,1.09430951636176,-3.06568228384713,,
ValidationData/images/Color1.png,2,0.943497888435024,51.0472876463389,54.5893762558247,48.163008104656,169.296464556282,0.0879233781128444,1926.0,0.918816540454181,2352.0,1971.0,0.818877551020408,0.331378536599237,49.5202924381503,0.977168949771689,71.0,154.0,30530231.0,-3.20342650381492e-16,44.0,3.67826378393618,229.0,27.2496099179507,121.142782969886,131.0,6.0,223.0,18.6787915305349,125.903239231616,-0.923635003413836,30530231.0,1.0,1176.05178332465,0.0,1.0,4.0,0.0,-3.20342650381492e-16,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-3.20342650381492e-16,1.0,0.296509712113597,1738.07580477674,0.0502637030135792,1926.0,0.0,0.25,4.0,1629.92,6519.68,407.48,0.25,3.8488255736197905,6.92,0.0259605399792315,146.1296,0.0213245346704315,0.0852981386817263,0.0053311336676078,4.0,1629.92,6519.68,407.48,0.25,6.92,0.0213245346704315,0.0852981386817263,0.0053311336676078,0.887276473508157,0.976744186046512,0.0756005226459339,3.76335726477177,0.0512471716239434,0.465849758292268,3.0,2.0,0.0160138278236062,0.0106758852157375,21.7856060936229,119.0,25.0,128.860640723176,0.242144177449168,3.826344823514,0.582387017123875,59.0,12.9348972423233,10.7047827413864,10.4983986931971,11.6313910092596,6.9511177333075,10.0474716150154,2.02392844481861,0.166316740751877,171.0,165.858164135714,15.0,0.912280696419411,0.0877192977326356,169.655248618785,171.0,12.831093000603,0.912280696419411,15.0,0.0877192977326356,0.0458715594927475,1.16903515782015,21.7856060936229,25.0,73.85,39.8,13.0,1.69787596385773,1.92307677514794,1.85552759156966,1.82549344352511,158.059259259259,160.659117997616,143.713659605552,1.09982070314862,14.3455996537078,-14.3455996537078,16.9454583920647,165.858164135714,171.0,25.7691403152124,-0.802160204503205,-0.582091572882367,0.845414514482176,-2.211947976953,,
ValidationData/images/Color1.png,3,0.942145028249126,52.1296448121023,54.0832691319598,49.1136856841151,178.124891681028,0.0888625052038055,2005.0,0.891011581401108,2499.0,2066.0,0.802320928371349,0.33520552761769,50.5256893787111,0.970474346563408,118.0,179.0,49238766.0,1.83095870411857,31.0,2.5821936644285,203.0,18.7347342367274,155.062344139651,163.0,87.0,116.0,13.7811160695229,156.70988491453,-0.651348651248007,49238766.0,0.341583696618802,513.657459841668,0.19815668202765,0.882099408033144,14.531490015361,0.190988223246288,0.721590317979821,0.161680180608876,0.905700631507083,0.905222734254992,-0.549215064391564,0.928871024035411,0.184715821812596,3.71351766513057,0.264248498181405,2.62349985373674,0.895307947779084,2.87974347813204,1019.59750623441,0.385747352317461,684.875311720698,0.868850318095037,0.100418675533389,14.4538653366584,66.5095693779904,1061.76076555024,4.78496677299309,0.141511164274322,4.97253560452587,76.7177033492823,0.208478802992519,43.5017112703464,0.411876706282077,4.73324356013001,0.0639886547695869,12.1459330143541,66.5095693779904,1061.76076555024,4.78496677299309,0.141511164274322,76.7177033492823,0.411876706282077,4.73324356013001,0.0639886547695869,0.885134972506412,0.97622027534418,0.0778918920105806,3.76790705935163,0.0471643557059071,0.44746630996083,5.0,4.0,0.0274322792988759,0.0219458234391007,18.5032812265564,109.0,17.0,78.4589192248219,0.242990654205607,3.8456416346252,0.506930220393817,50.0,11.7505523516025,9.20131851659857,9.26167720066021,9.30890597296776,6.34706980410473,8.49778086873147,2.03549471443679,0.165114518463067,171.0,165.858164135714,12.0,0.929824555965938,0.0701754381861085,169.728813559322,169.0,14.2953872396823,0.940828396799832,10.0,0.0591715972830083,0.0304878047850981,0.699526297036214,18.5032812265564,17.0,65.0,47.0,14.0,1.29435317994327,1.21428562755103,1.38297869397918,1.29720583382449,159.940239043825,163.784090909091,146.127216653817,1.09452736876666,13.8130223900082,-13.8130223900082,17.6568742552744,165.858164135714,171.0,25.7691403152124,-0.554471093919889,-0.465673258305894,0.718040271510067,-1.66866250892945,,
ValidationData/images/Color1.png,6,0.878255600392705,57.0510548359222,58.2494635168428,50.10540841796,190.509667991879,0.0851059495161396,2239.0,0.880372485960013,2736.0,2304.0,0.818347953216374,0.478191489237158,53.392727413591,0.971788194444444,103.8,168.0,45658286.0,2.1428237583556,33.0,3.69062601060186,218.0,21.2301430585857,140.218847699866,148.0,52.0,166.0,14.1756134921882,142.801495382644,-0.723215493086495,45658286.0,0.273139427514317,730.941833241209,0.29666818804199,0.877837847853115,18.4910999543587,0.278411684162483,0.897948032031767,0.2191551221638,0.863836908565343,0.862619808306709,-0.489623834435308,0.933605875200435,0.262437243267914,4.17434961204929,0.17592320436223,3.16614484427905,0.890995719405573,3.38539425271428,954.949977668602,0.460389047062698,611.559178204556,1.29738460332396,0.0959197953410931,18.6355515855293,29.333855799373,611.08934169279,1.91990504979421,0.127690664562586,5.12178582220797,132.984326018809,0.284948637784725,17.0179366358428,0.448867569009522,8.16495698099884,0.0636906350973777,17.5203761755486,29.333855799373,611.08934169279,1.91990504979421,0.127690664562586,132.984326018809,0.448867569009522,8.16495698099884,0.0636906350973777,0.896673210291637,0.976402726796015,0.0867556956194419,3.74358617439662,0.0645407499169712,0.498758670810862,2.0,1.0,0.0123809030450334,0.0061904515225167,23.9795034672726,109.0,31.0,135.429148636816,0.229219143576826,3.88109738578556,0.576626768988795,68.0,14.1669163167877,11.0921930931301,10.9452921189261,11.7733758907386,7.87604311953689,10.8944251501233,2.02894722202563,0.166601367942186,171.0,165.858164135714,7.0,0.959064321876817,0.0409356722752299,173.545341614907,174.0,13.7337411509505,0.942528730215352,10.0,0.0574712640375214,0.0295857987290361,0.728133664524049,23.9795034672726,31.0,79.0,45.0,14.0,1.74602837330923,2.21428555612246,1.75555551654321,1.90528981532497,166.176470588235,169.627575277338,142.859785783836,1.16321376595416,23.3166848043989,-23.3166848043989,26.7677894935011,165.858164135714,171.0,25.7691403152124,-0.544873879116631,-0.271642734011771,0.930551126013524,-2.13433576723535,,
ValidationData/images/Color1.png,7,0.968430268861968,52.0288991187276,54.0370243444252,50.3863607621415,181.296464556282,0.0882865666210284,2054.0,0.886059631141159,2499.0,2114.0,0.821928771508603,0.249284605124216,51.1393588626806,0.971617786187323,92.0,166.0,38402064.0,2.20829430796664,42.0,3.62028953521316,194.0,24.4178296036233,133.38558909445,143.0,29.0,165.0,17.6036818890622,136.734171626409,-0.965795280871672,38402064.0,0.25434258468289,904.518312286853,0.2875,0.902675950139789,24.8485,0.2685,0.883989088314103,0.21540775,0.868916666666667,0.86765,-0.521201800708546,0.946978187794658,0.251875,4.84925,0.1661645,3.22141594141177,0.909802920619131,3.42651151559144,892.076923076923,0.426891647048673,522.419668938656,1.54090505712842,0.0720794914850068,24.8612463485881,25.7657342657343,741.022727272727,1.21610277619206,0.104031107781108,5.2226792903468,104.783216783217,0.278481012658228,12.8711061665607,0.402066252863282,7.73183748908811,0.0498192840491762,21.2937062937063,25.7657342657343,741.022727272727,1.21610277619206,0.104031107781108,104.783216783217,0.402066252863282,7.73183748908811,0.0498192840491762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ValidationData/images/Color1.png,8,0.931880643044904,50.6456370100573,52.8015151297763,47.195688784351,167.639610306789,0.0895271617125711,1873.0,0.91503815301649,2254.0,1920.0,0.830967169476486,0.362765030175478,48.8341854369351,0.975520833333333,110.0,171.0,41620253.0,1.83278549398023,31.0,2.82211967197676,225.0,19.1078765917673,147.230646022424,155.0,70.0,155.0,14.0217854573062,149.067672044966,-0.596255676317854,41620253.0,0.351419517355263,544.307720725207,0.238069116840373,0.867130109653741,20.4509051014811,0.206253428414701,0.781120080496473,0.195528640107555,0.902175900530261,0.900054854635217,-0.519881592077281,0.919428581887913,0.178414701042238,4.43554580362041,0.277003721268644,2.6571098613229,0.893796455360785,2.87994981786764,958.364655632675,0.425738620216075,658.208756006407,0.929256592331696,0.0628630637608309,20.6043780032034,76.9345088161209,1779.5919395466,3.69399104751052,0.0780538741525157,4.91004800410073,90.7682619647355,0.211959423384944,54.676078142745695,0.486482485132636,9.95864454829543,0.0364705555543829,19.1536523929471,76.9345088161209,1779.5919395466,3.69399104751052,0.0780538741525157,90.7682619647355,0.486482485132636,9.95864454829543,0.0364705555543829,0.90615368413639,0.976066144473455,0.0786301972216438,3.72395137637457,0.0474318970032885,0.457704172424961,7.0,6.0,0.039689844871154,0.0340198670324177,19.7346841507298,105.0,23.0,112.185435221596,0.218041237113402,3.73728131776431,0.645591915586916,54.0,11.4532102175382,10.2642902800463,8.57820094821905,9.67883109301042,6.48721108826972,9.57737337345461,2.0792780119975,0.155006376873206,171.0,165.858164135714,13.0,0.923976602783763,0.0760233913682842,166.472895040369,168.0,14.85213987485,0.940476184878118,10.0,0.0595238091695011,0.0306748465316722,0.673303605471019,19.7346841507298,23.0,66.0,51.7,15.0,1.32874339915182,1.53333323111112,1.27659571998848,1.37955745008381,157.439330543933,159.807542262679,145.532793522267,1.08181342260864,11.9065370216659,-11.9065370216659,14.2747487404116,165.858164135714,171.0,25.7691403152124,-0.752318352443499,-0.504479363164718,0.765826222509004,-2.0567235575177,,
ValidationData/images/Color1.png,9,0.927801512518124,50.8362983040364,52.3259018078045,47.165994457307505,167.63961030679,0.0892887405096082,1878.0,0.916259018340001,2250.0,1919.0,0.834666666666667,0.373074192847861,48.8993237684596,0.978634705575821,123.0,176.0,45530024.0,1.66210475052904,23.0,2.92798944978825,202.0,15.309176031874,154.479233226837,159.0,98.0,104.0,10.4977816648544,155.704493332326,-0.64185928947847,45530024.0,0.395850841706163,380.05574552494494,0.164203612479475,0.87594265250498,14.5101258894362,0.159824849480022,0.645267607424179,0.138659629968163,0.920817369093231,0.920525451559934,-0.565413104774604,0.918199931994629,0.155993431855501,3.73234811165846,0.326900901726789,2.34959537594633,0.892011454122799,2.626744467523,1022.47284345048,0.32653186211965,743.407880724175,0.686835178021165,0.0908343687137617,14.4771033013845,90.7728613569322,1429.71091445428,6.27151179941003,0.121835463782366,5.14505481046481,49.336283185840706,0.180511182108626,60.0832223875532,0.338376841398458,4.20406298489687,0.0465705751740654,12.7197640117994,90.7728613569322,1429.71091445428,6.27151179941003,0.121835463782366,49.336283185840706,0.338376841398458,4.20406298489687,0.0465705751740654,0.880485065461753,0.97357926221336,0.0854855703050558,3.77784325673173,0.0509627586993828,0.453074461619725,6.0,5.0,0.0359381894467167,0.0299484912055972,22.4830082413152,119.0,27.0,145.991007565707,0.234131736526946,3.87200323300446,0.56254717432483,60.0,13.1094967953459,10.1159340381091,10.2513957771506,11.0784988205634,7.40108692620955,10.4533069183759,2.06165711565915,0.15548926099896,171.0,165.858164135714,15.0,0.912280696419411,0.0877192977326356,169.762619372442,172.0,17.4890609260408,0.906976738912926,16.0,0.0930232552731206,0.048780487656157,0.914857530247312,22.4830082413152,27.0,75.0,57.4,13.0,1.28554683701122,2.07692291715978,1.30662018629582,1.55636331348894,157.86511627907,160.438356164384,138.414431082331,1.1405249720287,19.4506851967386,-19.4506851967386,22.0239250820524,165.858164135714,171.0,25.7691403152124,-0.865167003654942,-0.582091572882367,0.872477975354291,-2.28956018667064,,
ValidationData/images/Color1.png,10,0.942475296983795,50.8725133814006,52.5547333738837,47.9460871574476,170.225396744416,0.0891465811701578,1910.0,0.909997938139288,2254.0,1947.0,0.847382431233363,0.334275806147123,49.314171699869,0.980996404725218,98.0,173.0,41680436.0,2.06195810015253,41.0,2.49765927887465,229.0,24.2310024396261,144.862827225131,156.0,64.0,165.0,18.0436282167438,147.723450410039,-0.615225353759834,41680436.0,0.309168608316658,836.979089388997,0.28940290478752,0.897593732970976,19.8708983324368,0.254975793437332,0.880762873116116,0.224390249548523,0.878115474269321,0.875954814416353,-0.518663285552917,0.937631924731463,0.226122168429861,4.31307154384077,0.23446076412932,3.01776985538255,0.917347912457245,3.1825982235539,859.475392670157,0.443418765932951,590.512041884817,1.43417230887311,0.0785609514311832,20.0188481675393,51.578947368421105,1202.54251012146,2.66749988524425,0.0997420290653373,4.93177106385173,110.724696356275,0.258638743455497,36.6299234539166,0.456204179120949,8.2763626967055,0.044554050589563,17.4838056680162,51.578947368421105,1202.54251012146,2.66749988524425,0.0997420290653373,110.724696356275,0.456204179120949,8.2763626967055,0.044554050589563,0.867172604888089,0.973514945138101,0.0750468147802195,3.8067307237935,0.0520330520412531,0.48966347874925,5.0,4.0,0.0258939290661831,0.0207151432529465,21.4848654213341,142.0,17.0,86.8088691358025,0.237777777777778,3.68279022717519,0.656307782206831,54.0,10.6822373912751,9.60245704678079,8.3258612048386,9.53146728112187,5.67657860517179,8.43069972963462,2.09040165616308,0.150197728395062,171.0,165.858164135714,7.0,0.959064321876817,0.0409356722752299,170.458757062147,176.0,18.8444643262482,0.93181817652376,12.0,0.0681818177944214,0.0352941175432525,0.636791747191965,21.4848654213341,17.0,72.0,59.8,17.0,1.14011541581963,0.999999941176474,1.20401335779242,1.11470957159618,161.647887323944,171.738177623991,144.113924050633,1.12166737022221,17.5339632733107,-17.5339632733107,27.6242535733579,165.858164135714,171.0,25.7691403152124,-0.418554023428423,-0.271642734011771,0.833743940418025,-1.62985640407063,,
ValidationData/images/Color1.png,11,0.940925210792343,50.9853452094322,53.2353266168247,47.9733966885054,167.39696961967,0.0875278272521151,1913.0,0.926100379589751,2303.0,1951.0,0.830655666521928,0.338614452874334,49.3528849114048,0.980522808815992,123.0,178.0,47085282.0,1.67526581401566,22.0,3.23816463657289,233.0,15.2396607360047,155.618400418191,159.0,97.0,136.0,10.3187029221823,156.886329675663,-0.408279254209123,47085282.0,0.40063925560633,396.23389038436,0.199570815450644,0.855972801730799,14.6072961373391,0.180257510729614,0.712614205361071,0.167078045276207,0.913090128755365,0.911802575107296,-0.528607390998911,0.907567569821622,0.163358369098712,3.74356223175966,0.328798766785168,2.41533329748626,0.876714306300436,2.6644381069952,1034.79613173027,0.395384811708701,766.422895974909,0.715923104606034,0.0889529155450296,14.771562990068,94.9237057220708,1497.3514986376,6.63776637812255,0.105767437765297,4.89477298098797,80.7438692098093,0.191845269210664,67.7531943959789,0.473456326438924,7.70427999104041,0.0438906246297545,14.3160762942779,94.9237057220708,1497.3514986376,6.63776637812255,0.105767437765297,80.7438692098093,0.473456326438924,7.70427999104041,0.0438906246297545,0.875205142808675,0.971776155717762,0.0847931890146291,3.7892215759746,0.0507075781581655,0.455104805140312,7.0,6.0,0.0413389085557979,0.0354333501906839,23.4048351252436,121.0,28.0,121.573727300708,0.239181286549708,3.84425913980206,0.542337830450494,59.0,12.254467289306,9.73934314520823,9.29092305441424,9.67595887152811,6.85203134090429,9.99641651648267,2.04515726720919,0.161025956704627,171.0,165.858164135714,17.0,0.90058479005506,0.0994152040969871,156.981456953642,158.0,22.2543913487008,0.974683538134914,4.0,0.0253164555359718,0.0128205127794214,0.179739798657478,23.4048351252436,28.0,73.55,73.3,29.0,1.05169508825569,0.965517208085614,1.00341062751145,1.00687430795092,158.316279069767,154.550364963504,132.244302643573,1.19715008289857,26.0719764261941,-26.0719764261941,26.0719764261941,165.858164135714,171.0,25.7691403152124,-1.00108403721481,-0.659703782600016,0.9082504860737,-2.40597850124712,,
ValidationData/images/Color1.png,12,0.966416615461398,48.5331701119287,50.3289181286465,46.9032619971824,161.63961030679,0.0905797760194953,1785.0,0.926435980015234,2162.0,1819.0,0.825624421831637,0.256980398785855,47.6731852025042,0.981308411214953,127.0,183.0,46104816.0,1.8010070280765,26.0,2.86003168293205,225.0,16.5598367974641,159.342296918768,164.0,94.0,131.0,11.5566019225109,160.714120634836,-0.381202619122814,46104816.0,0.352901945091762,439.060984079907,0.267702936096718,0.811797938364847,15.4444444444444,0.242371905584341,0.848210480523529,0.208958795480134,0.883035885626559,0.881347150259067,-0.458851494287886,0.895317864352248,0.22020725388601,3.85578583765112,0.258016538019581,2.71625529748131,0.835299459996176,2.94990177421671,835.534453781513,0.499859237812772,629.929971988796,0.746138141531122,0.0831773217223397,15.6280112044818,55.5369127516779,889.565995525727,3.7801736697661905,0.10169057257504,4.5153028031158,131.908277404922,0.250420168067227,39.5905589838296,0.559523970079487,9.01877674505741,0.0541714644146528,15.1051454138702,55.5369127516779,889.565995525727,3.7801736697661905,0.10169057257504,131.908277404922,0.559523970079487,9.01877674505741,0.0541714644146528,0.877780042219167,0.976919217260411,0.0857490081180143,3.7836598009871,0.0500771195220972,0.463149035716116,7.0,6.0,0.0419278876878361,0.0359381894467167,22.8719130973571,130.0,28.0,142.899330321312,0.234834834834835,3.9228955555792897,0.54500960410642,60.0,14.090641949298,11.4503543664369,11.0535120484657,12.0611451672623,7.66988561470776,10.9858546347892,2.03763381885186,0.163233864495126,171.0,165.858164135714,15.0,0.912280696419411,0.0877192977326356,169.411764705882,169.0,12.3941063528954,0.92307691761493,13.0,0.0769230764679107,0.039999999876923,1.04888554131839,22.8719130973571,28.0,71.0,37.65,11.0,1.84538607308529,2.54545431404961,1.88579012255538,2.09221016989676,158.752427184466,157.612612612613,144.262325581395,1.10044272088524,14.4901016030707,-14.4901016030707,14.4901016030707,165.858164135714,171.0,25.7691403152124,-0.842407119529941,-0.582091572882367,0.887569857977962,-2.28956018667064,,
