image,cell_id,shape_Elongation,shape_MajorAxisLength,shape_MaximumDiameter,shape_MinorAxisLength,shape_Perimeter,shape_PerimeterSurfaceRatio,shape_PixelSurface,shape_Sphericity,shape_bbox_area,shape_convex_area,shape_extent,shape_eccentricity,shape_diameter,shape_solidity,bf_intensity_10Percentile,bf_intensity_90Percentile,bf_intensity_Energy,bf_intensity_Entropy,bf_intensity_InterquartileRange,bf_intensity_Kurtosis,bf_intensity_Maximum,bf_intensity_MeanAbsoluteDeviation,bf_intensity_Mean,bf_intensity_Median,bf_intensity_Minimum,bf_intensity_Range,bf_intensity_RobustMeanAbsoluteDeviation,bf_intensity_RootMeanSquared,bf_intensity_RootMeanSquared.1,bf_intensity_TotalEnergy,bf_intensity_Uniformity,bf_intensity_Variance,bf_glcm_Contrast,bf_glcm_Correlation,bf_glcm_Autocorrelation,bf_glcm_DifferenceAverage,bf_glcm_DifferenceEntropy,bf_glcm_DifferenceVariance,bf_glcm_Id,bf_glcm_Idm,bf_glcm_Imc1,bf_glcm_Imc12,bf_glcm_InverseVariance,bf_glcm_JointAverage,bf_glcm_JointEnergy,bf_glcm_JointEntropy,bf_glcm_MCC,bf_gldm_DependenceEntropy,bf_gldm_DependenceNonUniformity,bf_gldm_DependenceVariance,bf_gldm_GrayLevelNonUniformity,bf_gldm_GrayLevelVariance,bf_gldm_LowGrayLevelEmphasis,bf_gldm_HighGrayLevelEmphasis,bf_glrlm_LongRunEmphasis,bf_glrlm_LongRunHighGrayLevelEmphasis,bf_glrlm_LongRunLowGrayLevelEmphasis,bf_glrlm_LowGrayLevelRunEmphasis,bf_glrlm_RunEntropy,bf_glrlm_RunLengthNonUniformity,bf_glrlm_RunPercentage,bf_glrlm_RunVariance,bf_glrlm_ShortRunEmphasis,bf_glrlm_ShortRunHighGrayLevelEmphasis,bf_glrlm_ShortRunLowGrayLevelEmphasis,bf_glszm_HighGrayLevelZoneEmphasis,bf_glszm_LargeAreaEmphasis,bf_glszm_LargeAreaHighGrayLevelEmphasis,bf_glszm_LargeAreaLowGrayLevelEmphasis,bf_glszm_LowGrayLevelZoneEmphasis,bf_glszm_SizeZoneNonUniformity,bf_glszm_SmallAreaEmphasis,bf_glszm_SmallAreaHighGrayLevelEmphasis,bf_glszm_SmallAreaLowGrayLevelEmphasis,crenation_circularity,crenation_solidity,crenation_perimeter_area_ratio,crenation_roughness_index,crenation_radial_variation,crenation_max_radial_deviation,crenation_num_spikes,crenation_num_indentations,crenation_spike_density,crenation_indentation_density,custom_texture_std,custom_texture_range,custom_texture_iqr,custom_texture_laplacian_var,custom_texture_edge_density,custom_texture_entropy_mean,custom_texture_entropy_std,custom_texture_local_contrast,texture_local_std_mean,texture_local_std_std,texture_sobel_mean,texture_sobel_std,texture_dog_abs_mean,texture_dog_std,texture_lbp_entropy,texture_lbp_uniformity,bg_median_intensity,bg_mean_intensity,cell_bg_abs_contrast,cell_bg_ratio,cell_bg_percent_difference,local_bg_mean,local_bg_median,local_bg_std,cell_to_local_bg_ratio,cell_local_bg_abs_diff,cell_local_bg_weber,cell_local_bg_michelson,cell_local_bg_z,cell_std,cell_iqr,cell_dynamic_range,local_bg_dynamic_range,local_bg_iqr,cell_std_to_bg_std,cell_iqr_to_bg_iqr,cell_dynamic_range_to_bg,cell_internal_contrast_score,radial_center_mean,radial_mid_mean,radial_edge_mean,radial_center_edge_ratio,radial_center_edge_diff,radial_edge_center_diff,radial_profile_range,image_bg_mean,image_bg_median,image_bg_std,cell_bg_z_mean,cell_bg_z_median,cell_bg_z_std,cell_bg_z_p10,label
Data_for_model/images/Control1_15_hrs_PE_2.tif,2,0.984252095267951,51.876231934430095,53.4883164812653,51.059289976069,174.367532368147,0.0839314235225739,2078.0,0.926637404186423,2600.0,2125.0,0.799230769230769,0.176770509306979,51.4372605604115,0.977882352941176,82.0,105.0,19998067.0,1.26978857101501,10.0,4.7311141783864,144.0,7.66805092258511,97.4913378248316,99.0,70.0,74.0,4.6855935535489,98.1005038451279,0.424331373151008,19998067.0,0.455838746999827,119.147903792515,0.158024691358025,0.75593220338983,6.40246913580247,0.158024691358025,0.629562977284967,0.133052888279226,0.920987654320988,0.920987654320988,-0.440791061268298,0.813085316857132,0.158024691358025,2.48148148148148,0.345939704313367,1.91380686771107,0.763643825553666,2.2974522255556,1141.09432146295,0.338877150143443,947.23291626564,0.3433358406182,0.193375040102663,6.61742059672762,66.1608579088472,452.093833780161,11.7412123920167,0.184353589514447,4.75638894681273,52.1742627345845,0.179499518768046,35.1243090944375,0.360564166641236,3.56339445641006,0.050827028548458,7.66219839142091,66.1608579088472,452.093833780161,11.7412123920167,0.184353589514447,52.1742627345845,0.360564166641236,3.56339445641006,0.050827028548458,0.8874198243954357,0.9778823529411764,0.0825500987696828,3.763053292302112,0.0461363267891112,0.4294604096190896,8.0,7.0,0.0466365962947551,0.0408070217579107,8.288589201701116,42.0,11.0,25.593046075673808,0.2161254199328107,2.925612109535211,0.9648205580911852,21.0,6.030852643703431,6.009061708869749,4.444149720032809,5.554709391482784,3.79620390208345,5.5295221001313415,2.04025372098414,0.1537070082224693,106.0,106.61188731476958,7.0,0.9339622553399788,0.0660377352260591,110.01428571428572,108.0,4.9475617577690505,0.9166666581790124,9.0,0.0833333325617284,0.0434782606595253,1.8190774813048092,8.288589201701116,11.0,25.0,15.0,5.0,1.6752873298445228,2.199999560000088,1.666666555555563,1.847317815133391,101.71830985915491,100.07396870554766,95.15404475043027,1.0689856543350913,6.564265108724641,-6.564265108724641,6.564265108724641,106.61188731476958,106.0,8.35046510201484,-1.3035462011438084,-0.8382765601923714,0.9925900064070922,-2.993844857829898,Healthy
Data_for_model/images/Control1_15_hrs_PE_2.tif,3,0.955771020622961,54.879637607678,56.7538544946508,52.4523672477087,180.994949366117,0.0801394506823631,2259.0,0.930783172930105,2915.0,2302.0,0.774957118353345,0.294111808904953,53.6306640976665,0.981320590790617,74.0,111.0,21726145.0,1.45379658990619,14.0,3.25781954751622,136.0,10.625691812456,97.0761398849048,100.0,57.0,79.0,7.19502081165453,98.0693329648558,-0.669145803809525,21726145.0,0.41499733200394,193.817133218148,0.230349840981372,0.759085692869324,6.35438437074057,0.230349840981372,0.778620656620572,0.177288791741229,0.884825079509314,0.884825079509314,-0.386729095324595,0.818261635968612,0.230349840981372,2.44775102226261,0.281880154016978,2.30960772900502,0.763916916274944,2.63789699941625,1036.24125719345,0.398738330824065,937.478972996901,0.48704145593613,0.248515198465398,6.57104913678619,35.4424778761062,268.130973451327,6.3863200589970495,0.298512782694199,4.60606466483254,100.706194690265,0.250110668437362,19.4566340355549,0.382739500433504,2.56812361337432,0.102412885222414,6.06725663716814,35.4424778761062,268.130973451327,6.3863200589970495,0.298512782694199,100.706194690265,0.382739500433504,2.56812361337432,0.102412885222414,0.8942807644506997,0.9813205907906168,0.0788696424264588,3.74859038860511,0.0455565388787284,0.4464579209443305,5.0,4.0,0.0280636336001792,0.0224509068801433,13.340215899221624,72.0,16.0,45.11796113132101,0.225050916496945,3.557522232311565,0.8003177588866808,35.69999999999999,8.918525832060366,6.727742150442852,7.211784019323084,7.0542277393024175,5.677558802826171,7.890415565236859,1.8913652788436195,0.2036390258875647,106.0,106.61188731476958,6.0,0.94339621751513,0.0566037730509078,109.05697674418604,108.0,5.4506462321725095,0.9259259173525378,8.0,0.074074073388203,0.0384615382766272,1.4677156049982294,13.340215899221624,16.0,42.849999999999994,17.0,6.0,2.447455381166633,2.6666662222222963,2.5205880870242297,2.5449032301377197,101.10344827586206,102.37795275590553,93.14387351778656,1.085454613084144,7.959574758075504,-7.959574758075504,9.234079238118952,106.61188731476958,106.0,8.35046510201484,-1.246988211557622,-0.7185227658791755,1.597541470889012,-3.915949074041505,
Data_for_model/images/Control1_15_hrs_PE_2.tif,4,0.959081496049067,52.4028782254969,53.851648071345,50.2586308457866,172.610173055267,0.0835277875902573,2067.0,0.93359012395775,2600.0,2105.0,0.795,0.283130153703709,51.3009370184169,0.981947743467934,84.0,117.0,20261523.0,1.28973892751769,8.0,4.24517136784402,136.0,7.96256467834089,98.277213352685,98.0,70.0,66.0,4.30513125759204,99.0069781006723,0.808711357400375,20261523.0,0.482351388148688,143.971048257819,0.164846077457795,0.769423614209879,5.89622641509434,0.164846077457795,0.645777879220125,0.137671848204574,0.917576961271102,0.917576961271102,-0.437862540149176,0.81265185353347,0.164846077457795,2.37090367428004,0.387425558331008,1.92651994766378,0.769900295758607,2.27656703391801,1109.54088050314,0.339215852867029,997.020319303338,0.396651694129581,0.209425227113906,6.17803580067731,67.4987012987013,348.285714285714,15.1829906204906,0.173466810966811,4.71573416202526,57.4831168831169,0.186260280599903,38.6743531792883,0.356104539856631,3.8726548493456097,0.044116503448548,8.31948051948052,67.4987012987013,348.285714285714,15.1829906204906,0.173466810966811,57.4831168831169,0.356104539856631,3.8726548493456097,0.044116503448548,0.9010903735128608,0.9819477434679336,0.0821392094487277,3.7343993345058424,0.0470327984258589,0.4398123620797699,5.0,4.0,0.0294495734661967,0.0235596587729573,7.565022644706965,49.0,9.0,25.98493384027823,0.2254075323215289,2.9902365114797487,0.9676290865373378,18.0,6.455225540074604,6.272907179893103,5.253880097484663,6.697492984263728,3.577829486317037,5.121158584942734,2.040701617607929,0.1582692463855214,106.0,106.61188731476958,9.0,0.9150943309896762,0.0849056595763617,107.07590361445784,106.0,3.0343848887971396,0.9150943309896762,9.0,0.0849056595763617,0.0443349751510592,2.966003774677349,7.565022644706965,9.0,23.0,9.0,3.0,2.493098413302276,2.999999000000334,2.55555527160497,2.6828842283025263,99.86511627906977,98.2557471264368,97.99480968858131,1.0190857615556004,1.870306590488454,-1.870306590488454,1.870306590488454,106.61188731476958,106.0,8.35046510201484,-1.3617871045283605,-1.0777841488187632,0.9059401657689072,-2.754337269203506,
Data_for_model/images/Control1_15_hrs_PE_2.tif,5,0.972408341873009,52.3454924706315,54.1294744108974,50.9011935378929,174.367532368147,0.0834494052970315,2090.0,0.929309759855154,2600.0,2133.0,0.803846153846154,0.233285268835786,51.5855662806612,0.979840600093765,84.0,106.0,20291839.0,1.03979755848657,9.75,3.88763507816861,132.0,6.7844394588036,98.1287081339713,101.0,73.0,59.0,4.47622571478755,98.5343284119706,-0.43278692232403,20291839.0,0.517210228703555,79.7705155559626,0.108001963672067,0.785276485154207,7.01325478645066,0.108001963672067,0.493859705040107,0.0963375395150443,0.945999018163967,0.945999018163967,-0.504799005420162,0.802765872588206,0.108001963672067,2.61070201276387,0.424365969861924,1.53140178300276,0.794516272128866,1.89732730743875,1336.25454545455,0.26955060552643,1080.96937799043,0.254974931892585,0.165879186602871,7.13492822966507,143.897435897436,1142.04395604396,20.282788970289,0.171805046805047,4.58145566207004,33.974358974359,0.130622009569378,85.2880355297938,0.337788223049326,3.19153030042397,0.0437272891995301,7.34798534798535,143.897435897436,1142.04395604396,20.282788970289,0.171805046805047,33.974358974359,0.337788223049326,3.19153030042397,0.0437272891995301,0.8925444817066706,0.9798406000937646,0.0820761269107181,3.752234717086394,0.0429399591258954,0.4228063116210446,9.0,8.0,0.0524661708315995,0.0466365962947551,8.247078343707496,41.0,9.0,19.838580068572053,0.1996662958843159,2.8421397067486684,1.0483586609521405,21.0,5.2230030237481895,4.573410222282839,3.9451413746908006,4.355455737792502,3.459678827460524,4.962454420275267,2.025126461194802,0.159596437024948,106.0,106.61188731476958,5.0,0.9528301796902814,0.0471698108757565,108.61183431952662,108.0,4.921716357282698,0.9351851765260633,7.0,0.0648148142146776,0.0334928228062544,1.4222677760318871,8.247078343707496,9.0,26.0,14.799999999999956,4.0,1.675650539237943,2.2499994375001404,1.7567566380569897,1.894135538265024,101.6990291262136,101.87690179806364,95.16106804478898,1.0687041470535332,6.537961081424612,-6.537961081424612,6.7158337532746515,106.61188731476958,106.0,8.35046510201484,-1.0536069367299477,-0.5987689715659795,0.98761892365716,-2.754337269203506,
Data_for_model/images/Control1_15_hrs_PE_2.tif,6,0.959850895507288,53.8311700778558,55.0272659687904,51.669896805435,178.509667991878,0.0818663921081762,2181.0,0.927302082838283,2808.0,2234.0,0.776709401709402,0.280510709945019,52.6966360128177,0.976275738585497,81.0,105.0,20607323.0,1.1792035511932,8.0,5.50320404811503,155.0,7.34579307221868,96.6148555708391,98.0,68.0,87.0,4.31646376564468,97.2037358027557,0.435067386191368,20607323.0,0.497104016787894,114.135937037829,0.162352941176471,0.724078997805992,5.77929411764706,0.162352941176471,0.639908939397461,0.13599446366782,0.918823529411765,0.918823529411765,-0.402478358057264,0.776523665541176,0.162352941176471,2.35929411764706,0.381514076124568,1.83336142542389,0.735294461735384,2.22346999138855,1179.47959651536,0.337958539434712,1084.1838606144,0.309234792330327,0.209749477813439,5.9610270518111,60.002493765586,318.381546134663,13.0469790800776,0.207394014962594,4.79429809325263,53.3840399002494,0.183860614397066,30.4208307162269,0.344187109072244,2.73083306888569,0.0688670835565355,6.93266832917706,60.002493765586,318.381546134663,13.0469790800776,0.207394014962594,53.3840399002494,0.344187109072244,2.73083306888569,0.0688670835565355,0.8880036462430512,0.9762757385854968,0.0805507752714956,3.7618160710627295,0.0493060387276883,0.4464359782708533,6.0,5.0,0.0341527642358686,0.0284606368632238,8.49787262398188,53.0,8.0,30.846111031312844,0.1986228813559322,3.023445981214896,0.9332118286211496,22.0,6.141758191553576,5.910630946174906,4.334290381696957,5.012280679238566,3.9696579339459097,5.899662538087256,2.022610539306584,0.1578748922723355,106.0,106.61188731476958,8.0,0.9245282931648274,0.0754716974012104,113.05630026809652,110.0,10.254380832520535,0.8909090828099174,12.0,0.1090909080991735,0.0576923074149408,1.1702314382270658,8.49787262398188,8.0,26.0,30.75,10.0,0.8287064752193938,0.7999999200000081,0.8455284277876933,0.8247449410023652,99.59349593495936,100.09878213802436,93.8494983277592,1.0612043393768131,5.743997607200157,-5.743997607200157,6.249283810265169,106.61188731476958,106.0,8.35046510201484,-1.2979459179189237,-0.9580303545055672,1.0176524903120647,-3.113598652143094,
Data_for_model/images/Control1_15_hrs_PE_2.tif,7,0.985217069215214,52.7380230575845,53.9351462406472,51.9584005129978,175.438600180013,0.0815803767402989,2151.0,0.937021383682679,2703.0,2198.0,0.795782463928968,0.171310614169063,52.332955780515,0.978616924476797,83.0,107.0,21119471.0,1.24812958175584,9.0,4.70095825570964,139.0,7.44079029982055,98.5155741515574,101.0,70.0,69.0,4.49037655416354,99.0880570489921,0.182542874697254,21119471.0,0.46654762113175,113.124699333297,0.143538388173581,0.77800427639232,6.82021936099189,0.143538388173581,0.593431041804856,0.122935119294112,0.928230805913209,0.928230805913209,-0.471368806445896,0.827548051715647,0.143538388173581,2.56294706723891,0.360612920017219,1.87226166107031,0.779664729391514,2.23268225853657,1219.59507205951,0.296440672507852,1003.54393305439,0.332829529517263,0.182889741205641,6.99023709902371,94.312676056338,723.949295774648,14.4114436619718,0.195129107981221,4.62199901278891,46.7295774647887,0.165039516503952,57.5993175957151,0.305893879169033,2.74318080776236,0.052714419293616,7.38028169014085,94.312676056338,723.949295774648,14.4114436619718,0.195129107981221,46.7295774647887,0.305893879169033,2.74318080776236,0.052714419293616,0.9072301996395684,0.978616924476797,0.0802464774780411,3.72174130811912,0.0430915500730175,0.4139913835896445,9.0,8.0,0.0521406116493398,0.0463472103549687,8.635573024364291,55.0,10.0,22.90027633252399,0.2263440860215053,2.8328501024468147,1.0817276357825472,21.0,5.880433266061756,5.6990984557690085,4.615347513704145,5.820997989740434,3.581121716291204,5.227383426261702,2.0336055462913434,0.1553803907966238,106.0,106.61188731476958,6.0,0.94339621751513,0.0566037730509078,108.46816479400748,108.0,4.546258040970632,0.9259259173525378,8.0,0.074074073388203,0.0384615382766272,1.7596885544586105,8.635573024364291,10.0,27.0,15.0,6.0,1.8994898765206711,1.666666388888935,1.799999880000008,1.788718715136538,101.5829596412556,101.10358565737052,96.27489361702128,1.05513446724974,5.308066024234321,-5.308066024234321,5.308066024234321,106.61188731476958,106.0,8.35046510201484,-1.134892544278873,-0.7185227658791755,1.0341426357363044,-2.874091063516702,
Data_for_model/images/Control1_15_hrs_PE_2.tif,8,0.99628716247169,55.3454874743922,57.0087712549569,55.1399986714746,188.509667991878,0.0787590006233041,2394.0,0.920000406810814,3024.0,2451.0,0.791666666666667,0.0860923335385239,55.2099218446828,0.976744186046512,89.0,108.0,24042812.0,0.942043353402801,7.0,3.7757186832083502,122.0,5.5529348294155,99.9440267335004,101.0,75.0,47.0,3.74569468317308,100.214498439983,-0.714403931343153,24042812.0,0.539631590812174,54.1372178706304,0.117773019271949,0.745450163234976,2.85096359743041,0.117773019271949,0.522925417561177,0.103902535203518,0.941113490364026,0.941113490364026,-0.45485356806296,0.759522944661367,0.117773019271949,1.63661670235546,0.433425711521443,1.46086764181761,0.745450163234976,1.86730376916832,1464.52965747703,0.257981349921727,1291.87802840434,0.230184204593913,0.519423558897243,2.92230576441103,112.538922155689,374.526946107784,47.0419161676647,0.584580838323353,4.60806732039385,31.1437125748503,0.139515455304929,61.16350532468,0.25798355387175,0.801487296200299,0.122107618289612,2.66167664670659,112.538922155689,374.526946107784,47.0419161676647,0.584580838323353,31.1437125748503,0.25798355387175,0.801487296200299,0.122107618289612,0.8725653251706603,0.9767441860465116,0.0775610864106649,3.7949491126674033,0.0435970211633316,0.4247809898837122,10.0,9.0,0.053855736601608,0.0484701629414472,7.112162278450342,47.0,6.0,16.17161421586626,0.2448292448292448,3.0555608797639313,0.7336098103211319,18.0,4.649474803796172,3.379895056242918,3.623320403549935,3.4313257413375693,2.95502434179603,4.166741109743403,2.0418487789120503,0.1545478375685205,106.0,106.61188731476958,5.0,0.9528301796902814,0.0471698108757565,108.23555555555556,108.0,3.4756393851782823,0.9351851765260633,7.0,0.0648148142146776,0.0334928228062544,2.014017339035188,7.112162278450342,6.0,23.0,12.0,4.0,2.0462883066901427,1.4999996250000938,1.916666506944458,1.8209848128782316,100.96385542168674,103.07537688442213,97.9080800593032,1.031210645018491,3.0557753623835566,-3.0557753623835566,5.167296825118925,106.61188731476958,106.0,8.35046510201484,-0.7239373193498058,-0.5987689715659795,0.8517084186156132,-2.0358145033243304,Healthy
Data_for_model/images/Control1_15_hrs_PE_2.tif,9,0.978723286137087,50.5713704871634,52.0,49.4953779076526,169.781745930521,0.0864689309551925,1964.0,0.925186718270167,2450.0,2017.0,0.801632653061224,0.205184622165069,50.0064242458893,0.973723351512147,87.0,109.0,18841377.0,0.978852431539463,7.0,5.2177072002317,131.0,6.18023143673703,97.5025458248473,98.0,76.0,55.0,3.35049881220197,97.9457459239698,1.0243562939123,18841377.0,0.579400180852079,86.6227022764133,0.164225941422594,0.643681599126367,1.7902719665272,0.164225941422594,0.64432417176167,0.137255781586457,0.917887029288703,0.917887029288703,-0.315705163512698,0.66304363571143,0.164225941422594,1.28138075313808,0.475122984541587,1.54489617366708,0.643747992281305,1.92757326645931,1058.41547861507,0.349886552652428,1137.94195519348,0.25936796139057,0.782204684317719,1.97301425661914,79.672131147541,103.286885245902,73.9961293260474,0.52565270188221,4.37013149943793,59.2896174863388,0.186354378818737,50.8768849472961,0.381713991129143,1.74582469171629,0.131866407731665,3.3224043715847,79.672131147541,103.286885245902,73.9961293260474,0.52565270188221,59.2896174863388,0.381713991129143,1.74582469171629,0.131866407731665,0.8854442747398266,0.9737233515121468,0.085006781469335,3.7672489016924087,0.0449060834391785,0.4273871119776209,9.0,8.0,0.053907284170075,0.0479175859289556,5.8085337454078685,36.0,7.0,19.297828443877552,0.244047619047619,2.8115205618981984,0.938322426111574,14.0,5.010721921389237,5.062349309235482,3.790795256657213,4.980385414968302,3.0105805896331828,4.282352538745503,2.0716341062118433,0.1479365079365079,106.0,106.61188731476958,9.0,0.9150943309896762,0.0849056595763617,107.90963855421688,107.0,3.3952878209997506,0.9065420476024107,10.0,0.0934579430517949,0.049019607602845,2.9452575398447185,5.8085337454078685,7.0,19.0,11.0,3.0,1.7107627809105006,2.333332555555814,1.7272725702479483,1.923789302238088,98.6923076923077,97.61755952380952,97.20295202952028,1.015322113334716,1.4893556627874034,-1.4893556627874034,1.4893556627874034,106.61188731476958,106.0,8.35046510201484,-1.339032753674634,-1.0777841488187632,0.6955939554088313,-2.395075886263918,Healthy
Data_for_model/images/Control1_15_hrs_PE_2.tif,10,0.950339006182265,50.697432626779296,52.2015325445528,48.1797477385258,164.124891681028,0.0856825328535776,1916.0,0.945304135187555,2350.0,1954.0,0.81531914893617,0.311216601948715,49.3915677794558,0.980552712384852,80.0,109.0,18379921.0,1.22174053742928,11.0,3.28496564038929,139.0,8.38607419772404,97.3429018789144,100.0,69.0,70.0,5.55288124978482,97.9431500778979,-0.546619985230885,18379921.0,0.468525677625185,117.220100973671,0.127545551982851,0.80755734393186,6.64147909967846,0.127545551982851,0.550668221520171,0.111277684152241,0.936227224008574,0.936227224008574,-0.51198383111934,0.842916322539293,0.127545551982851,2.52465166130761,0.376328994392807,1.80140997424527,0.812682007942419,2.1274576470655,1123.18162839248,0.25200378310764,897.695198329854,0.333113959580023,0.200055091626073,6.68267223382046,76.0208333333333,563.034722222222,12.5114776234568,0.260392554012346,4.89986898357033,25.0694444444444,0.150313152400835,31.7613811728395,0.201952987551403,1.26688601512854,0.0608336626537974,5.83680555555556,76.0208333333333,563.034722222222,12.5114776234568,0.260392554012346,25.0694444444444,0.201952987551403,1.26688601512854,0.0608336626537974,0.9254557802579818,0.9805527123848516,0.0841839585366814,3.6849117878613216,0.0487293376040718,0.4337345361818066,6.0,5.0,0.037198583468681,0.0309988195572342,9.834293921142695,48.0,8.0,21.422349419988105,0.1884146341463414,3.0580001204922245,0.9398606938072736,25.09999999999999,5.955890060538769,4.8850314534434816,4.463833213590835,4.7183106337295415,3.777657224138396,5.587389539226581,2.013896224626309,0.1673088935157644,106.0,106.61188731476958,5.0,0.9528301796902814,0.0471698108757565,114.91623711340206,113.0,13.846431088259584,0.8938053018247318,12.0,0.1061946893257107,0.0560747660931085,0.8666492511218701,9.834293921142695,8.0,36.0,52.5,14.0,0.7102402885058896,0.5714285306122479,0.6857142726530615,0.655794363923733,99.68316831683168,102.46646341463416,93.71928166351609,1.0636356306175323,5.963886653315612,-5.963886653315612,8.747181751118077,106.61188731476958,106.0,8.35046510201484,-0.9249520198568614,-0.5987689715659795,1.1776940114480352,-2.766312648634825,
Data_for_model/images/Control1_15_hrs_PE_2.tif,11,0.978126853804144,49.436432213175,51.2640224719052,48.3551019039748,166.468037431536,0.0888540365260398,1874.0,0.921724053890927,2303.0,1917.0,0.813721233174121,0.208009273512517,48.8472200522578,0.977569118414189,84.0,109.0,18745124.0,1.01824217688496,10.0,3.39228506435978,130.0,7.50447453156091,99.5346851654216,102.0,69.0,61.0,4.84012850549957,100.013670356962,-0.684424324628593,18745124.0,0.547309187454227,95.5807072914875,0.0860745614035087,0.826090705896177,7.35800438596491,0.0860745614035087,0.423229678629466,0.0786657312827023,0.956962719298246,0.956962719298246,-0.569411017649494,0.825323799259789,0.0860745614035087,2.67461622807018,0.479432223135965,1.43591762167997,0.827258627357687,1.77473662747735,1253.78228388474,0.206264685882987,1025.65741728922,0.251087737721947,0.163338965967034,7.37833511205977,185.004830917874,1547.8115942029,24.0870907139023,0.201187600644122,4.82419874186663,16.7391304347826,0.110458911419424,103.045485308875,0.199363066126917,1.57839967546439,0.0318339024035745,6.46376811594203,185.004830917874,1547.8115942029,24.0870907139023,0.201187600644122,16.7391304347826,0.199363066126917,1.57839967546439,0.0318339024035745,0.8794326339941161,0.9775691184141888,0.0873210300463123,3.78010308435709,0.048586261353502,0.4334270961016724,9.0,8.0,0.0549989087796464,0.0488879189152413,8.932920696841217,52.0,6.0,17.27089771735102,0.238095238095238,3.022312204045776,0.8930149281041261,23.5,5.566077805689692,4.722264644588935,4.4124073012558185,4.821126800330701,3.3671747423179386,4.996499069793665,2.010601304219038,0.1686225274966865,106.0,106.61188731476958,3.0,0.971698104040584,0.0283018865254539,111.50819672131148,110.0,6.6842115757995195,0.9363636278512396,7.0,0.0636363630578512,0.0328638496109678,1.0472437733868314,8.932920696841217,6.0,31.0,23.0,7.0,1.336420796846474,0.857142734693895,1.34782602835539,1.1804631866319195,102.73979591836736,103.43581616481777,96.58357211079274,1.0637398535723326,6.156223807574605,-6.156223807574605,6.852244054025007,106.61188731476958,106.0,8.35046510201484,-0.7095937548996828,-0.3592613829395877,1.0697511477456136,-2.5747065777337124,Healthy
